x, y
-10.40074557315937, 1.2878504672897195
-11.83597390493943, 1.3242990654205606
-14.184529356943152, 1.3803738317757008
-16.206896551724142, 1.433644859813084
-18.033550792171486, 1.4785046728971962
-20.18639328984157, 1.5317757009345794
-22.4044734389562, 1.5878504672897196
-24.557315936626285, 1.6383177570093457
-26.775396085740915, 1.6943925233644859
