x, y
-9.590316573556798, 1.2722308892355694
-11.089385474860336, 1.317160686427457
-13.631284916201118, 1.3761310452418096
-15.325884543761639, 1.4154446177847113
-17.411545623836126, 1.4687987519500778
-19.823091247672252, 1.5221528861154445
-21.32216014897579, 1.5642745709828392
-23.08193668528864, 1.606396255850234
-25.297951582867785, 1.6625585023400935
-27.18808193668529, 1.7074882995319811
-29.078212290502794, 1.7580343213728549
