x, y
-15.260707635009311, 1.4126365054602184
-17.476722532588454, 1.4631825273010919
-19.88826815642458, 1.5249609984399375
-25.037243947858475, 1.6541341653666146
-31.945996275605214, 1.8170046801872075
-37.61638733705773, 1.9686427457098283
