Style,Standard
Append Mode,1
Fill Mode,1
Capacity,100000
Count,1967
Base Time Seconds,1739885885
Base Time Fractional,.112630800
Index,Reading,Unit,Range Digits,Disp Digits,Math,Start Group,Limit1 High,Limit1 Low,Limit2 High,Limit2 Low,Terminal,Questionable,Origin,Value,Unit,Digits,Output,Sense,Source Limit,Overtemp,Date,Time,Fractional Seconds
1,1.540040592496e-08,Watt DC,10,5.5,F,F,F,F,F,F,Front,F,Main,-0.0002728865948,Volt DC,10,F,2W,F,F,02/18/2025,13:38:05,.112630800
2,1.509733896623e-08,Watt DC,10,5.5,F,F,F,F,F,F,Front,F,Main,-0.0002742619254,Volt DC,10,F,2W,F,F,02/18/2025,13:38:05,.181988820
3,1.360537585771e-08,Watt DC,10,5.5,F,F,F,F,F,F,Front,F,Main,-0.0002673844865,Volt DC,10,F,2W,F,F,02/18/2025,13:38:05,.251313640
4,1.509736015841e-08,Watt DC,10,5.5,F,F,F,F,F,F,Front,F,Main,-0.0002742621291,Volt DC,10,F,2W,F,F,02/18/2025,13:38:05,.320628520
5,1.483226753331e-08,Watt DC,10,5.5,F,F,F,F,F,F,Front,F,Main,-0.0002728866821,Volt DC,10,F,2W,F,F,02/18/2025,13:38:05,.389951100
6,1.462360220741e-08,Watt DC,10,5.5,F,F,F,F,F,F,Front,F,Main,-0.0002797640627,Volt DC,10,F,2W,F,F,02/18/2025,13:38:05,.459277260
7,1.52876889513e-08,Watt DC,10,5.5,F,F,F,F,F,F,Front,F,Main,-0.0002742620418,Volt DC,10,F,2W,F,F,02/18/2025,13:38:05,.528600560
8,1.412030860076e-08,Watt DC,10,5.5,F,F,F,F,F,F,Front,F,Main,-0.0002701355552,Volt DC,10,F,2W,F,F,02/18/2025,13:38:05,.597932580
9,1.494592315399e-08,Watt DC,10,5.5,F,F,F,F,F,F,Front,F,Main,-0.0002715110895,Volt DC,10,F,2W,F,F,02/18/2025,13:38:05,.667258480
10,1.483225425648e-08,Watt DC,10,5.5,F,F,F,F,F,F,Front,F,Main,-0.0002728865657,Volt DC,10,F,2W,F,F,02/18/2025,13:38:05,.736586540
11,1.419223192812e-08,Watt DC,10,5.5,F,F,F,F,F,F,Front,F,Main,-0.0002715112932,Volt DC,10,F,2W,F,F,02/18/2025,13:38:05,.805932080
12,1.367540327874e-08,Watt DC,10,5.5,F,F,F,F,F,F,Front,F,Main,-0.0002687603410,Volt DC,10,F,2W,F,F,02/18/2025,13:38:05,.875259220
13,1.50216362748e-08,Watt DC,10,5.5,F,F,F,F,F,F,Front,F,Main,-0.0002728865657,Volt DC,10,F,2W,F,F,02/18/2025,13:38:05,.944572640
14,1.502164245724e-08,Watt DC,10,5.5,F,F,F,F,F,F,Front,F,Main,-0.0002728866239,Volt DC,10,F,2W,F,F,02/18/2025,13:38:06,.013911780
15,1.39046310152e-08,Watt DC,10,5.5,F,F,F,F,F,F,Front,F,Main,-0.0002660092432,Volt DC,10,F,2W,F,F,02/18/2025,13:38:06,.083239940
16,1.566836945253e-08,Watt DC,10,5.5,F,F,F,F,F,F,Front,F,Main,-0.0002742621000,Volt DC,10,F,2W,F,F,02/18/2025,13:38:06,.152568580
17,1.490702608504e-08,Watt DC,10,5.5,F,F,F,F,F,F,Front,F,Main,-0.0002742621582,Volt DC,10,F,2W,F,F,02/18/2025,13:38:06,.221908840
18,1.434764682387e-08,Watt DC,10,5.5,F,F,F,F,F,F,Front,F,Main,-0.0002673846320,Volt DC,10,F,2W,F,F,02/18/2025,13:38:06,.291231440
19,1.558980255624e-08,Watt DC,10,5.5,F,F,F,F,F,F,Front,F,Main,-0.0002728867112,Volt DC,10,F,2W,F,F,02/18/2025,13:38:06,.360557620
20,1.449527345786e-08,Watt DC,10,5.5,F,F,F,F,F,F,Front,F,Main,-0.0002701357298,Volt DC,10,F,2W,F,F,02/18/2025,13:38:06,.429889540
21,1.516752688317e-08,Watt DC,10,5.5,F,F,F,F,F,F,Front,F,Main,-0.0002687601082,Volt DC,10,F,2W,F,F,02/18/2025,13:38:06,.499210480
22,1.483931343406e-08,Watt DC,10,5.5,F,F,F,F,F,F,Front,F,Main,-0.0002838906948,Volt DC,10,F,2W,F,F,02/18/2025,13:38:06,.568526560
23,1.367539051094e-08,Watt DC,10,5.5,F,F,F,F,F,F,Front,F,Main,-0.0002687602246,Volt DC,10,F,2W,F,F,02/18/2025,13:38:06,.637850960
24,1.445349727383e-08,Watt DC,10,5.5,F,F,F,F,F,F,Front,F,Main,-0.0002728866239,Volt DC,10,F,2W,F,F,02/18/2025,13:38:06,.707165480
25,1.524515213545e-08,Watt DC,10,5.5,F,F,F,F,F,F,Front,F,Main,-0.0002701355843,Volt DC,10,F,2W,F,F,02/18/2025,13:38:06,.776489360
26,1.400378992276e-08,Watt DC,10,5.5,F,F,F,F,F,F,Front,F,Main,-0.0002715111477,Volt DC,10,F,2W,F,F,02/18/2025,13:38:06,.845811860
27,1.482765689089e-08,Watt DC,10,5.5,F,F,F,F,F,F,Front,F,Main,-0.0002660090395,Volt DC,10,F,2W,F,F,02/18/2025,13:38:06,.915138880
28,1.486429773088e-08,Watt DC,10,5.5,F,F,F,F,F,F,Front,F,Main,-0.0002770130814,Volt DC,10,F,2W,F,F,02/18/2025,13:38:06,.984464640
29,1.479445929109e-08,Watt DC,10,5.5,F,F,F,F,F,F,Front,F,Main,-0.0002687598462,Volt DC,10,F,2W,F,F,02/18/2025,13:38:07,.053787680
30,1.530713000609e-08,Watt DC,10,5.5,F,F,F,F,F,F,Front,F,Main,-0.0002852659381,Volt DC,10,F,2W,F,F,02/18/2025,13:38:07,.123117980
31,1.383091543968e-08,Watt DC,10,5.5,F,F,F,F,F,F,Front,F,Main,-0.0002481274714,Volt DC,10,F,2W,F,F,02/18/2025,13:38:07,.192443100
32,1.37909300915e-08,Watt DC,10,5.5,F,F,F,F,F,F,Front,F,Main,-0.0002673843992,Volt DC,10,F,2W,F,F,02/18/2025,13:38:07,.261770880
33,1.449526385905e-08,Watt DC,10,5.5,F,F,F,F,F,F,Front,F,Main,-0.0002701356425,Volt DC,10,F,2W,F,F,02/18/2025,13:38:07,.331086100
34,1.46079614435e-08,Watt DC,10,5.5,F,F,F,F,F,F,Front,F,Main,-0.0002687600208,Volt DC,10,F,2W,F,F,02/18/2025,13:38:07,.400412940
35,1.361701594184e-08,Watt DC,10,5.5,F,F,F,F,F,F,Front,F,Main,-0.0002605070476,Volt DC,10,F,2W,F,F,02/18/2025,13:38:07,.469737480
36,1.346539374146e-08,Watt DC,10,5.5,F,F,F,F,F,F,Front,F,Main,-0.0002646334760,Volt DC,10,F,2W,F,F,02/18/2025,13:38:07,.539074240
37,1.44916124717e-08,Watt DC,10,5.5,F,F,F,F,F,F,Front,F,Main,-0.0002632580290,Volt DC,10,F,2W,F,F,02/18/2025,13:38:07,.608395400
38,1.386190984532e-08,Watt DC,10,5.5,F,F,F,F,F,F,Front,F,Main,-0.0002687602246,Volt DC,10,F,2W,F,F,02/18/2025,13:38:07,.677728880
39,1.494594881144e-08,Watt DC,10,5.5,F,F,F,F,F,F,Front,F,Main,-0.0002715113224,Volt DC,10,F,2W,F,F,02/18/2025,13:38:07,.747062120
40,1.390461317782e-08,Watt DC,10,5.5,F,F,F,F,F,F,Front,F,Main,-0.0002660090686,Volt DC,10,F,2W,F,F,02/18/2025,13:38:07,.816396300
41,1.430892372959e-08,Watt DC,10,5.5,F,F,F,F,F,F,Front,F,Main,-0.0002632581454,Volt DC,10,F,2W,F,F,02/18/2025,13:38:07,.885723460
42,1.521101829313e-08,Watt DC,10,5.5,F,F,F,F,F,F,Front,F,Main,-0.0002728865657,Volt DC,10,F,2W,F,F,02/18/2025,13:38:07,.955053200
43,1.383271386882e-08,Watt DC,10,5.5,F,F,F,F,F,F,Front,F,Main,-0.0002646335633,Volt DC,10,F,2W,F,F,02/18/2025,13:38:08,.024377640
44,1.36521106174e-08,Watt DC,10,5.5,F,F,F,F,F,F,Front,F,Main,-0.0002577561536,Volt DC,10,F,2W,F,F,02/18/2025,13:38:08,.093721520
45,1.405240738092e-08,Watt DC,10,5.5,F,F,F,F,F,F,Front,F,Main,-0.0002618825820,Volt DC,10,F,2W,F,F,02/18/2025,13:38:08,.163074900
46,1.415938801156e-08,Watt DC,10,5.5,F,F,F,F,F,F,Front,F,Main,-0.0002605070476,Volt DC,10,F,2W,F,F,02/18/2025,13:38:08,.232400420
47,1.390462009135e-08,Watt DC,10,5.5,F,F,F,F,F,F,Front,F,Main,-0.0002660091268,Volt DC,10,F,2W,F,F,02/18/2025,13:38:08,.301722300
48,1.508988758206e-08,Watt DC,10,5.5,F,F,F,F,F,F,Front,F,Main,-0.0002673844865,Volt DC,10,F,2W,F,F,02/18/2025,13:38:08,.371057360
49,1.464286613651e-08,Watt DC,10,5.5,F,F,F,F,F,F,Front,F,Main,-0.0002728865074,Volt DC,10,F,2W,F,F,02/18/2025,13:38:08,.440384020
50,1.498100405181e-08,Watt DC,10,5.5,F,F,F,F,F,F,Front,F,Main,-0.0002687600791,Volt DC,10,F,2W,F,F,02/18/2025,13:38:08,.509706840
51,1.590411558235e-08,Watt DC,10,5.5,F,F,F,F,F,F,Front,F,Main,-0.0002783886448,Volt DC,10,F,2W,F,F,02/18/2025,13:38:08,.579043980
52,1.354513613047e-08,Watt DC,10,5.5,F,F,F,F,F,F,Front,F,Main,-0.0002591317170,Volt DC,10,F,2W,F,F,02/18/2025,13:38:08,.648368040
53,1.679770907126e-08,Watt DC,10,5.5,F,F,F,F,F,F,Front,F,Main,-0.0002976458345,Volt DC,10,F,2W,F,F,02/18/2025,13:38:08,.717700060
54,1.438369833126e-08,Watt DC,10,5.5,F,F,F,F,F,F,Front,F,Main,-0.0002646337380,Volt DC,10,F,2W,F,F,02/18/2025,13:38:08,.787035500
55,1.423416758737e-08,Watt DC,10,5.5,F,F,F,F,F,F,Front,F,Main,-0.0002618826984,Volt DC,10,F,2W,F,F,02/18/2025,13:38:08,.856360020
56,1.383272573038e-08,Watt DC,10,5.5,F,F,F,F,F,F,Front,F,Main,-0.0002646336798,Volt DC,10,F,2W,F,F,02/18/2025,13:38:08,.925701200
57,1.453321502573e-08,Watt DC,10,5.5,F,F,F,F,F,F,Front,F,Main,-0.0002673846611,Volt DC,10,F,2W,F,F,02/18/2025,13:38:08,.995040220
58,1.486431818646e-08,Watt DC,10,5.5,F,F,F,F,F,F,Front,F,Main,-0.0002770132560,Volt DC,10,F,2W,F,F,02/18/2025,13:38:09,.064381380
59,1.475099429094e-08,Watt DC,10,5.5,F,F,F,F,F,F,Front,F,Main,-0.0002646336216,Volt DC,10,F,2W,F,F,02/18/2025,13:38:09,.133719680
60,1.387065862959e-08,Watt DC,10,5.5,F,F,F,F,F,F,Front,F,Main,-0.0002618825529,Volt DC,10,F,2W,F,F,02/18/2025,13:38:09,.203051960
61,1.379779726868e-08,Watt DC,10,5.5,F,F,F,F,F,F,Front,F,Main,-0.0002605069603,Volt DC,10,F,2W,F,F,02/18/2025,13:38:09,.272383680
62,1.467430363223e-08,Watt DC,10,5.5,F,F,F,F,F,F,Front,F,Main,-0.0002632579417,Volt DC,10,F,2W,F,F,02/18/2025,13:38:09,.341716300
63,1.496110036988e-08,Watt DC,10,5.5,F,F,F,F,F,F,Front,F,Main,-0.0002618822618,Volt DC,10,F,2W,F,F,02/18/2025,13:38:09,.411051920
64,1.325543361431e-08,Watt DC,10,5.5,F,F,F,F,F,F,Front,F,Main,-0.0002605070476,Volt DC,10,F,2W,F,F,02/18/2025,13:38:09,.480362080
65,1.340132630956e-08,Watt DC,10,5.5,F,F,F,F,F,F,Front,F,Main,-0.0002563806192,Volt DC,10,F,2W,F,F,02/18/2025,13:38:09,.549705860
66,1.535559795512e-08,Watt DC,10,5.5,F,F,F,F,F,F,Front,F,Main,-0.0002825151023,Volt DC,10,F,2W,F,F,02/18/2025,13:38:09,.619057060
67,1.423493354844e-08,Watt DC,10,5.5,F,F,F,F,F,F,Front,F,Main,-0.0002687601082,Volt DC,10,F,2W,F,F,02/18/2025,13:38:09,.688383600
68,1.357813230746e-08,Watt DC,10,5.5,F,F,F,F,F,F,Front,F,Main,-0.0002632582327,Volt DC,10,F,2W,F,F,02/18/2025,13:38:09,.757708900
69,1.528771228039e-08,Watt DC,10,5.5,F,F,F,F,F,F,Front,F,Main,-0.0002742622455,Volt DC,10,F,2W,F,F,02/18/2025,13:38:09,.827044200
70,1.394351789526e-08,Watt DC,10,5.5,F,F,F,F,F,F,Front,F,Main,-0.0002632580872,Volt DC,10,F,2W,F,F,02/18/2025,13:38:09,.896363720
71,1.479447254362e-08,Watt DC,10,5.5,F,F,F,F,F,F,Front,F,Main,-0.0002687599626,Volt DC,10,F,2W,F,F,02/18/2025,13:38:09,.965702380
72,1.361703018234e-08,Watt DC,10,5.5,F,F,F,F,F,F,Front,F,Main,-0.0002605071932,Volt DC,10,F,2W,F,F,02/18/2025,13:38:10,.035037340
73,0.4120408427644,Watt DC,10,5.5,F,F,F,F,F,F,Front,F,Main,3.2998805046082,Volt DC,10,T,2W,F,F,02/18/2025,13:38:10,.365147040
74,0.4172349992196,Watt DC,10,5.5,F,F,F,F,F,F,Front,F,Main,3.2998821735382,Volt DC,10,T,2W,F,F,02/18/2025,13:38:10,.434509120
75,0.3950760004203,Watt DC,10,5.5,F,F,F,F,F,F,Front,F,Main,3.2998824119568,Volt DC,10,T,2W,F,F,02/18/2025,13:38:10,.503855340
76,0.395057303079,Watt DC,10,5.5,F,F,F,F,F,F,Front,F,Main,3.2998609542847,Volt DC,10,T,2W,F,F,02/18/2025,13:38:10,.573186400
77,0.4010762198196,Watt DC,10,5.5,F,F,F,F,F,F,Front,F,Main,3.2998661994934,Volt DC,10,T,2W,F,F,02/18/2025,13:38:10,.642529780
78,0.4362697670849,Watt DC,10,5.5,F,F,F,F,F,F,Front,F,Main,3.2998614311218,Volt DC,10,T,2W,F,F,02/18/2025,13:38:10,.711877720
79,0.439923901209,Watt DC,10,5.5,F,F,F,F,F,F,Front,F,Main,3.2999398708344,Volt DC,10,T,2W,F,F,02/18/2025,13:38:10,.781217960
80,0.3947139365844,Watt DC,10,5.5,F,F,F,F,F,F,Front,F,Main,3.2998788356781,Volt DC,10,T,2W,F,F,02/18/2025,13:38:10,.850553400
81,0.4049513730317,Watt DC,10,5.5,F,F,F,F,F,F,Front,F,Main,3.2998859882355,Volt DC,10,T,2W,F,F,02/18/2025,13:38:10,.919888420
82,0.4051100620241,Watt DC,10,5.5,F,F,F,F,F,F,Front,F,Main,3.2998752593994,Volt DC,10,T,2W,F,F,02/18/2025,13:38:10,.989240380
83,0.4213979896242,Watt DC,10,5.5,F,F,F,F,F,F,Front,F,Main,3.2999005317688,Volt DC,10,T,2W,F,F,02/18/2025,13:38:11,.058570400
84,0.3933110982838,Watt DC,10,5.5,F,F,F,F,F,F,Front,F,Main,3.2998690605164,Volt DC,10,T,2W,F,F,02/18/2025,13:38:11,.127917240
85,0.4133006330486,Watt DC,10,5.5,F,F,F,F,F,F,Front,F,Main,3.2999739646912,Volt DC,10,T,2W,F,F,02/18/2025,13:38:11,.197250960
86,0.4724414592258,Watt DC,10,5.5,F,F,F,F,F,F,Front,F,Main,3.2998769283295,Volt DC,10,T,2W,F,F,02/18/2025,13:38:11,.266607900
87,0.471981747916,Watt DC,10,5.5,F,F,F,F,F,F,Front,F,Main,3.2998676300049,Volt DC,10,T,2W,F,F,02/18/2025,13:38:11,.335963560
88,0.4735749209095,Watt DC,10,5.5,F,F,F,F,F,F,Front,F,Main,3.2998793125153,Volt DC,10,T,2W,F,F,02/18/2025,13:38:11,.405301620
89,0.4730460445163,Watt DC,10,5.5,F,F,F,F,F,F,Front,F,Main,3.2999243736267,Volt DC,10,T,2W,F,F,02/18/2025,13:38:11,.474626820
90,0.3534945540063,Watt DC,10,5.5,F,F,F,F,F,F,Front,F,Main,3.2998795509338,Volt DC,10,T,2W,F,F,02/18/2025,13:38:11,.543963860
91,0.3479000572452,Watt DC,10,5.5,F,F,F,F,F,F,Front,F,Main,3.2998380661011,Volt DC,10,T,2W,F,F,02/18/2025,13:38:11,.613284140
92,0.4277448534678,Watt DC,10,5.5,F,F,F,F,F,F,Front,F,Main,3.2998723983765,Volt DC,10,T,2W,F,F,02/18/2025,13:38:11,.682625340
93,0.4345988513259,Watt DC,10,5.5,F,F,F,F,F,F,Front,F,Main,3.2998886108398,Volt DC,10,T,2W,F,F,02/18/2025,13:38:11,.751981780
94,0.4352305096473,Watt DC,10,5.5,F,F,F,F,F,F,Front,F,Main,3.2998840808868,Volt DC,10,T,2W,F,F,02/18/2025,13:38:11,.821326840
95,0.4372163283675,Watt DC,10,5.5,F,F,F,F,F,F,Front,F,Main,3.2998867034912,Volt DC,10,T,2W,F,F,02/18/2025,13:38:11,.890655920
96,0.4379742497967,Watt DC,10,5.5,F,F,F,F,F,F,Front,F,Main,3.2998836040497,Volt DC,10,T,2W,F,F,02/18/2025,13:38:11,.960003640
97,0.4376426122642,Watt DC,10,5.5,F,F,F,F,F,F,Front,F,Main,3.2998878955841,Volt DC,10,T,2W,F,F,02/18/2025,13:38:12,.029350540
98,0.4380229448105,Watt DC,10,5.5,F,F,F,F,F,F,Front,F,Main,3.2998874187469,Volt DC,10,T,2W,F,F,02/18/2025,13:38:12,.098696700
99,0.4392783054338,Watt DC,10,5.5,F,F,F,F,F,F,Front,F,Main,3.2998921871185,Volt DC,10,T,2W,F,F,02/18/2025,13:38:12,.168046860
100,0.4391540947351,Watt DC,10,5.5,F,F,F,F,F,F,Front,F,Main,3.2998888492584,Volt DC,10,T,2W,F,F,02/18/2025,13:38:12,.237403780
101,0.4403549313793,Watt DC,10,5.5,F,F,F,F,F,F,Front,F,Main,3.2998800277710,Volt DC,10,T,2W,F,F,02/18/2025,13:38:12,.306758880
102,0.4407268691564,Watt DC,10,5.5,F,F,F,F,F,F,Front,F,Main,3.2998840808868,Volt DC,10,T,2W,F,F,02/18/2025,13:38:12,.376129980
103,0.4400290703636,Watt DC,10,5.5,F,F,F,F,F,F,Front,F,Main,3.2998874187469,Volt DC,10,T,2W,F,F,02/18/2025,13:38:12,.445474400
104,0.438536801625,Watt DC,10,5.5,F,F,F,F,F,F,Front,F,Main,3.2998785972595,Volt DC,10,T,2W,F,F,02/18/2025,13:38:12,.514805100
105,0.4294648097703,Watt DC,10,5.5,F,F,F,F,F,F,Front,F,Main,3.2998740673065,Volt DC,10,T,2W,F,F,02/18/2025,13:38:12,.584161960
106,0.4320880110085,Watt DC,10,5.5,F,F,F,F,F,F,Front,F,Main,3.2998802661896,Volt DC,10,T,2W,F,F,02/18/2025,13:38:12,.653514160
107,0.4382870883689,Watt DC,10,5.5,F,F,F,F,F,F,Front,F,Main,3.2998929023743,Volt DC,10,T,2W,F,F,02/18/2025,13:38:12,.722851780
108,0.4372929487992,Watt DC,10,5.5,F,F,F,F,F,F,Front,F,Main,3.2998912334442,Volt DC,10,T,2W,F,F,02/18/2025,13:38:12,.792189400
109,0.437762443813,Watt DC,10,5.5,F,F,F,F,F,F,Front,F,Main,3.2998745441437,Volt DC,10,T,2W,F,F,02/18/2025,13:38:12,.861525820
110,0.4597462471494,Watt DC,10,5.5,F,F,F,F,F,F,Front,F,Main,3.2998847961426,Volt DC,10,T,2W,F,F,02/18/2025,13:38:12,.930878140
111,0.4352380187436,Watt DC,10,5.5,F,F,F,F,F,F,Front,F,Main,3.2998690605164,Volt DC,10,T,2W,F,F,02/18/2025,13:38:13,.000223360
112,0.4525693242727,Watt DC,10,5.5,F,F,F,F,F,F,Front,F,Main,3.2998571395874,Volt DC,10,T,2W,F,F,02/18/2025,13:38:13,.069567760
113,0.3936803487655,Watt DC,10,5.5,F,F,F,F,F,F,Front,F,Main,3.2998747825623,Volt DC,10,T,2W,F,F,02/18/2025,13:38:13,.138915420
114,0.3881677911807,Watt DC,10,5.5,F,F,F,F,F,F,Front,F,Main,3.2998147010803,Volt DC,10,T,2W,F,F,02/18/2025,13:38:13,.208261520
115,0.4864348368036,Watt DC,10,5.5,F,F,F,F,F,F,Front,F,Main,3.2999937534332,Volt DC,10,T,2W,F,F,02/18/2025,13:38:13,.277585940
116,0.3609383522674,Watt DC,10,5.5,F,F,F,F,F,F,Front,F,Main,3.2998461723328,Volt DC,10,T,2W,F,F,02/18/2025,13:38:13,.346917040
117,0.381183655277,Watt DC,10,5.5,F,F,F,F,F,F,Front,F,Main,3.2997770309448,Volt DC,10,T,2W,F,F,02/18/2025,13:38:13,.416291120
118,0.3769401863315,Watt DC,10,5.5,F,F,F,F,F,F,Front,F,Main,3.2998540401459,Volt DC,10,T,2W,F,F,02/18/2025,13:38:13,.485623940
119,0.3770536179581,Watt DC,10,5.5,F,F,F,F,F,F,Front,F,Main,3.2999460697174,Volt DC,10,T,2W,F,F,02/18/2025,13:38:13,.554975680
120,0.3845923853121,Watt DC,10,5.5,F,F,F,F,F,F,Front,F,Main,3.2999022006989,Volt DC,10,T,2W,F,F,02/18/2025,13:38:13,.624299060
121,0.3805083677033,Watt DC,10,5.5,F,F,F,F,F,F,Front,F,Main,3.2998976707458,Volt DC,10,T,2W,F,F,02/18/2025,13:38:13,.693623600
122,0.3851415713994,Watt DC,10,5.5,F,F,F,F,F,F,Front,F,Main,3.2998211383820,Volt DC,10,T,2W,F,F,02/18/2025,13:38:13,.762962860
123,0.419808916883,Watt DC,10,5.5,F,F,F,F,F,F,Front,F,Main,3.2998497486115,Volt DC,10,T,2W,F,F,02/18/2025,13:38:13,.832322320
124,0.4249916620861,Watt DC,10,5.5,F,F,F,F,F,F,Front,F,Main,3.2998127937317,Volt DC,10,T,2W,F,F,02/18/2025,13:38:13,.901657800
125,0.4263045961952,Watt DC,10,5.5,F,F,F,F,F,F,Front,F,Main,3.2998540401459,Volt DC,10,T,2W,F,F,02/18/2025,13:38:13,.971006120
126,0.4194641488337,Watt DC,10,5.5,F,F,F,F,F,F,Front,F,Main,3.2998712062836,Volt DC,10,T,2W,F,F,02/18/2025,13:38:14,.040342340
127,0.4254956737562,Watt DC,10,5.5,F,F,F,F,F,F,Front,F,Main,3.2998654842377,Volt DC,10,T,2W,F,F,02/18/2025,13:38:14,.109687320
128,0.5312777316043,Watt DC,10,5.5,F,F,F,F,F,F,Front,F,Main,3.2999310493469,Volt DC,10,T,2W,F,F,02/18/2025,13:38:14,.179014220
129,0.5429840762353,Watt DC,10,5.5,F,F,F,F,F,F,Front,F,Main,3.2998845577240,Volt DC,10,T,2W,F,F,02/18/2025,13:38:14,.248362780
130,0.516515782607,Watt DC,10,5.5,F,F,F,F,F,F,Front,F,Main,3.2998762130737,Volt DC,10,T,2W,F,F,02/18/2025,13:38:14,.317707980
131,0.5008458548538,Watt DC,10,5.5,F,F,F,F,F,F,Front,F,Main,3.2998661994934,Volt DC,10,T,2W,F,F,02/18/2025,13:38:14,.387048980
132,0.5564814840485,Watt DC,10,5.5,F,F,F,F,F,F,Front,F,Main,3.2998137474060,Volt DC,10,T,2W,F,F,02/18/2025,13:38:14,.456396760
133,0.4647369377045,Watt DC,10,5.5,F,F,F,F,F,F,Front,F,Main,3.2999386787415,Volt DC,10,T,2W,F,F,02/18/2025,13:38:14,.525727740
134,0.4665490375013,Watt DC,10,5.5,F,F,F,F,F,F,Front,F,Main,3.2999587059021,Volt DC,10,T,2W,F,F,02/18/2025,13:38:14,.595053040
135,0.4413826929544,Watt DC,10,5.5,F,F,F,F,F,F,Front,F,Main,3.2999062538147,Volt DC,10,T,2W,F,F,02/18/2025,13:38:14,.664356940
136,0.4458207938901,Watt DC,10,5.5,F,F,F,F,F,F,Front,F,Main,3.2998883724213,Volt DC,10,T,2W,F,F,02/18/2025,13:38:14,.733705640
137,0.4377639782597,Watt DC,10,5.5,F,F,F,F,F,F,Front,F,Main,3.2998690605164,Volt DC,10,T,2W,F,F,02/18/2025,13:38:14,.803039800
138,0.4297324580624,Watt DC,10,5.5,F,F,F,F,F,F,Front,F,Main,3.2998688220978,Volt DC,10,T,2W,F,F,02/18/2025,13:38:14,.872368040
139,0.4456589462887,Watt DC,10,5.5,F,F,F,F,F,F,Front,F,Main,3.2998638153076,Volt DC,10,T,2W,F,F,02/18/2025,13:38:14,.941715760
140,0.4421321210601,Watt DC,10,5.5,F,F,F,F,F,F,Front,F,Main,3.2998948097229,Volt DC,10,T,2W,F,F,02/18/2025,13:38:15,.011042340
141,0.4395436233959,Watt DC,10,5.5,F,F,F,F,F,F,Front,F,Main,3.2999072074890,Volt DC,10,T,2W,F,F,02/18/2025,13:38:15,.080373680
142,0.4499344877931,Watt DC,10,5.5,F,F,F,F,F,F,Front,F,Main,3.2998602390289,Volt DC,10,T,2W,F,F,02/18/2025,13:38:15,.149700080
143,0.4436684988124,Watt DC,10,5.5,F,F,F,F,F,F,Front,F,Main,3.2998764514923,Volt DC,10,T,2W,F,F,02/18/2025,13:38:15,.219044900
144,0.4717096450963,Watt DC,10,5.5,F,F,F,F,F,F,Front,F,Main,3.2998852729797,Volt DC,10,T,2W,F,F,02/18/2025,13:38:15,.288354360
145,0.5388694640193,Watt DC,10,5.5,F,F,F,F,F,F,Front,F,Main,3.2999587059021,Volt DC,10,T,2W,F,F,02/18/2025,13:38:15,.357710880
146,0.4773332624275,Watt DC,10,5.5,F,F,F,F,F,F,Front,F,Main,3.2998621463776,Volt DC,10,T,2W,F,F,02/18/2025,13:38:15,.427059020
147,0.4592185600903,Watt DC,10,5.5,F,F,F,F,F,F,Front,F,Main,3.2998132705688,Volt DC,10,T,2W,F,F,02/18/2025,13:38:15,.496413840
148,0.4518386783731,Watt DC,10,5.5,F,F,F,F,F,F,Front,F,Main,3.2998344898224,Volt DC,10,T,2W,F,F,02/18/2025,13:38:15,.565747580
149,0.4729880234484,Watt DC,10,5.5,F,F,F,F,F,F,Front,F,Main,3.2998743057251,Volt DC,10,T,2W,F,F,02/18/2025,13:38:15,.635092740
150,0.5844055097035,Watt DC,10,5.5,F,F,F,F,F,F,Front,F,Main,3.2999022006989,Volt DC,10,T,2W,F,F,02/18/2025,13:38:15,.704397800
151,0.4289378234775,Watt DC,10,5.5,F,F,F,F,F,F,Front,F,Main,3.2998361587524,Volt DC,10,T,2W,F,F,02/18/2025,13:38:15,.773739540
152,0.4787588886713,Watt DC,10,5.5,F,F,F,F,F,F,Front,F,Main,3.2999362945557,Volt DC,10,T,2W,F,F,02/18/2025,13:38:15,.843077480
153,0.4799499869639,Watt DC,10,5.5,F,F,F,F,F,F,Front,F,Main,3.2998888492584,Volt DC,10,T,2W,F,F,02/18/2025,13:38:15,.912419580
154,0.4344783901823,Watt DC,10,5.5,F,F,F,F,F,F,Front,F,Main,3.2998080253601,Volt DC,10,T,2W,F,F,02/18/2025,13:38:15,.981760460
155,0.5763100295045,Watt DC,10,5.5,F,F,F,F,F,F,Front,F,Main,3.2998628616333,Volt DC,10,T,2W,F,F,02/18/2025,13:38:16,.051106540
156,0.4851522552123,Watt DC,10,5.5,F,F,F,F,F,F,Front,F,Main,3.2998664379120,Volt DC,10,T,2W,F,F,02/18/2025,13:38:16,.120447460
157,0.4520269604336,Watt DC,10,5.5,F,F,F,F,F,F,Front,F,Main,3.2998890876770,Volt DC,10,T,2W,F,F,02/18/2025,13:38:16,.189808200
158,0.4484688254606,Watt DC,10,5.5,F,F,F,F,F,F,Front,F,Main,3.2998602390289,Volt DC,10,T,2W,F,F,02/18/2025,13:38:16,.259146340
159,0.4651731713618,Watt DC,10,5.5,F,F,F,F,F,F,Front,F,Main,3.2998690605164,Volt DC,10,T,2W,F,F,02/18/2025,13:38:16,.328484160
160,0.4401249098389,Watt DC,10,5.5,F,F,F,F,F,F,Front,F,Main,3.2998867034912,Volt DC,10,T,2W,F,F,02/18/2025,13:38:16,.397815340
